313151,124,1130016,313241,1130039,24,27748,1130039
313814,125,1132768,314077,1132832,65,27813,1132832
314140,126,1133064,314418,1133144,81,27894,1133144
314653,127,1134296,314683,1134297,2,27896,1134297
314940,128,1135528,314973,1135530,3,27899,1135530
315016,129,1135696,315145,1135733,38,27937,1135733
315230,130,1136120,315384,1136156,37,27974,1136156
317415,131,1146877,317546,1146895,19,27993,1146895
317588,132,1147024,317607,1147025,2,27995,1147025
318998,133,1154368,319030,1154369,2,27997,1154369
320554,134,1162278,325600,1163747,1470,29467,1163747
327106,135,1171616,327267,1171651,36,29503,1171651
327289,136,1171664,327424,1171702,39,29542,1171702
327503,137,1172008,327647,1172046,39,29581,1172046
327657,138,1172048,327793,1172087,40,29621,1172087
327801,139,1172088,327938,1172121,34,29655,1172121
327947,140,1172128,328082,1172166,39,29694,1172166
328090,141,1172168,328214,1172201,34,29728,1172201
328298,142,1172560,328443,1172598,39,29767,1172598
328452,143,1172600,328590,1172634,35,29802,1172634
328624,144,1172752,328687,1172768,17,29819,1172768
329185,145,1175296,329255,1175297,2,29821,1175297
329807,146,1177944,329948,1177977,34,29855,1177977
329958,147,1177984,330127,1178027,44,29899,1178027
330137,148,1178032,330159,1178035,4,29903,1178035
330168,149,1178040,330194,1178045,6,29909,1178045
330230,150,1178152,330262,1178159,8,29917,1178159
330509,151,1179272,330701,1179322,51,29968,1179322
330711,152,1179328,330734,1179332,5,29973,1179332
331407,153,1182528,331436,1182529,2,29975,1182529
332038,154,1185208,332069,1185209,2,29977,1185209
332450,155,1186968,332483,1186970,3,29980,1186970
332820,156,1188576,332850,1188577,2,29982,1188577
333848,157,1193288,334008,1193323,36,30018,1193323
334022,158,1193328,334165,1193363,36,30054,1193363
334173,159,1193368,334297,1193402,35,30089,1193402
334332,160,1193536,334349,1193537,2,30091,1193537
334386,161,1193656,334422,1193664,9,30100,1193664
334531,162,1194152,334685,1194187,36,30136,1194187
334694,163,1194192,335332,1194380,189,30325,1194380
335344,164,1194384,335749,1194504,121,30446,1194504
335968,165,1195624,336129,1195659,36,30482,1195659
336145,166,1195736,336180,1195744,9,30491,1195744
336684,167,1198144,336716,1198145,2,30493,1198145
337175,168,1200512,337382,1200555,44,30537,1200555
339145,169,1209520,339183,1209521,2,30539,1209521
341666,170,1222368,341736,1222369,2,30541,1222369
342705,171,1227072,342747,1227073,2,30543,1227073
344076,172,1233832,344223,1233866,35,30578,1233866
344234,173,1233872,344364,1233907,36,30614,1233907
344373,174,1233912,344538,1233954,43,30657,1233954
344550,175,1233992,344675,1234027,36,30693,1234027
345075,176,1236056,345108,1236058,3,30696,1236058
345281,177,1236736,345910,1236910,175,30871,1236910
345923,178,1236912,346051,1236946,35,30906,1236946
346059,179,1236952,346193,1236990,39,30945,1236990
346370,180,1237824,347115,1238035,212,31157,1238035
347128,181,1238040,347269,1238078,39,31196,1238078
347807,182,1240872,348291,1241007,136,31332,1241007
348302,183,1241024,348475,1241074,51,31383,1241074
348502,184,1241120,348518,1241121,2,31385,1241121
349641,185,1246808,351337,1247301,494,31879,1247301
352157,186,1251488,352188,1251489,2,31881,1251489
352478,187,1252952,352508,1252953,2,31883,1252953
353768,188,1259048,354910,1259379,332,32215,1259379
354927,189,1259384,355092,1259423,40,32255,1259423
355394,190,1260952,355438,1260958,7,32262,1260958
355863,191,1263128,355893,1263129,2,32264,1263129
355909,192,1263160,355924,1263161,2,32266,1263161
355958,193,1263280,355974,1263281,2,32268,1263281
355993,194,1263360,356023,1263361,2,32270,1263361
356040,195,1263456,356136,1263481,26,32296,1263481
356161,196,1263512,356294,1263550,39,32335,1263550
356303,197,1263560,356318,1263561,2,32337,1263561
356349,198,1263640,356368,1263642,3,32340,1263642
356962,199,1266736,357034,1266749,14,32354,1266749
357044,200,1266760,357059,1266761,2,32356,1266761
357345,201,1268048,357508,1268087,40,32396,1268087
357521,202,1268096,357659,1268129,34,32430,1268129
357667,203,1268136,357788,1268169,34,32464,1268169
358142,204,1269984,358958,1270219,236,32700,1270219
359364,205,1272320,359524,1272353,34,32734,1272353
359534,206,1272360,359669,1272398,39,32773,1272398
359677,207,1272400,359802,1272435,36,32809,1272435
359931,208,1273008,360075,1273044,37,32846,1273044
360259,209,1273960,360444,1274002,43,32889,1274002
360457,210,1274032,360721,1274107,76,32965,1274107
360756,211,1274232,360772,1274233,2,32967,1274233
361041,212,1275536,361198,1275572,37,33004,1275572
361208,213,1275576,361335,1275611,36,33040,1275611
361344,214,1275616,361485,1275651,36,33076,1275651
361495,215,1275664,361511,1275665,2,33078,1275665
361623,216,1276184,361770,1276221,38,33116,1276221
361779,217,1276224,361913,1276262,39,33155,1276262
361964,218,1276424,362116,1276466,43,33198,1276466
362177,219,1276736,362455,1276812,77,33275,1276812
362469,220,1276864,362484,1276865,2,33277,1276865
364120,221,1285059,367629,1286085,1027,34304,1286085
369133,222,1293911,369185,1293915,5,34309,1293915
369228,223,1293976,369353,1294010,35,34344,1294010
369367,224,1294080,369642,1294157,78,34422,1294157
369651,225,1294160,369773,1294193,34,34456,1294193
369799,226,1294224,369924,1294258,35,34491,1294258
369933,227,1294264,370083,1294307,44,34535,1294307
370093,228,1294312,370240,1294349,38,34573,1294349
370248,229,1294352,370369,1294385,34,34607,1294385
370377,230,1294392,370509,1294429,38,34645,1294429
370517,231,1294432,370655,1294466,35,34680,1294466
370665,232,1294472,370797,1294508,37,34717,1294508
370805,233,1294512,370931,1294547,36,34753,1294547
370939,234,1294552,371072,1294589,38,34791,1294589
371080,235,1294592,371219,1294627,36,34827,1294627
371228,236,1294632,371350,1294666,35,34862,1294666
371359,237,1294672,371496,1294710,39,34901,1294710
371524,238,1294768,371650,1294803,36,34937,1294803
371682,239,1294896,371808,1294931,36,34973,1294931
371817,240,1294936,371955,1294975,40,35013,1294975
371981,241,1295000,372289,1295091,92,35105,1295091
372297,242,1295096,372439,1295131,36,35141,1295131
372447,243,1295136,372585,1295175,40,35181,1295175
372593,244,1295176,372871,1295249,74,35255,1295249
372881,245,1295256,373015,1295289,34,35289,1295289
373026,246,1295296,373151,1295332,37,35326,1295332
373160,247,1295336,373329,1295378,43,35369,1295378
373338,248,1295384,373501,1295429,46,35415,1295429
373510,249,1295432,373624,1295464,33,35448,1295464
373633,250,1295472,373771,1295505,34,35482,1295505
373780,251,1295512,373900,1295545,34,35516,1295545
373909,252,1295552,374047,1295592,41,35557,1295592
374102,253,1295776,378750,1297142,1367,36924,1297142
378958,254,1298088,378990,1298089,2,36926,1298089
379010,255,1298144,379043,1298151,8,36934,1298151
