289795,122,285016,290048,285087,72,1656,191668
290086,123,285216,290102,285217,2,1658,191798
290136,124,285296,290640,285435,140,1798,192016
290651,125,285456,290668,285457,2,1800,192038
296237,126,354688,296305,354689,2,1802,218700
296364,127,354824,296497,354858,35,1837,218869
296508,128,354888,296522,354889,2,1839,218900
296983,129,357320,297577,357481,162,2001,221491
297589,130,357488,297770,357530,43,2044,221540
297781,131,357536,297917,357572,37,2081,221582
297926,132,357576,298057,357611,36,2117,221621
298252,133,358432,298285,358433,2,2119,222443
299596,134,365144,299767,365179,36,2155,229186
299780,135,365184,299974,365245,62,2217,229252
307489,136,492176,307560,492177,2,2219,263773
307968,137,510840,312431,512105,1266,3485,265755
323237,138,620400,323540,620461,62,3547,319442
323568,139,620464,323863,620543,80,3627,319524
323970,140,621016,324143,621057,42,3669,320038
324153,141,621064,324169,621065,2,3671,320046
324848,142,626080,324879,626081,2,3673,323457
324940,143,626304,325078,626340,37,3710,323716
325087,144,626344,325216,626378,35,3745,323754
344604,145,937715,350425,939351,1637,5382,411867
368734,146,1044224,368818,1044225,2,5384,508852
373185,147,1129480,373307,1129494,15,5399,527227
373360,148,1129704,373423,1129718,15,5414,527451
373458,149,1129840,373488,1129845,6,5420,527570
373518,150,1129968,373592,1129985,18,5438,527614
374118,151,1132768,374362,1132832,65,5503,530401
374397,152,1133064,374698,1133144,81,5584,530585
374939,153,1134296,374967,1134297,2,5586,531738
375234,154,1135528,375268,1135530,3,5589,532971
375325,155,1135696,375461,1135733,38,5627,533174
375546,156,1136120,375688,1136156,37,5664,533596
377693,157,1146877,377802,1146895,19,5683,544332
377839,158,1147024,377855,1147025,2,5685,544462
380927,159,1171616,381118,1171651,36,5721,559881
381135,160,1171664,381296,1171702,39,5760,559932
381361,161,1172008,381509,1172046,39,5799,560276
381518,162,1172048,381674,1172087,40,5839,560317
381682,163,1172088,381807,1172121,34,5873,560351
381815,164,1172128,381954,1172166,39,5912,560396
